gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000234546,LNCTAM34A,lncRNA,-1.00871024446757,4.63779914942848,44.3684039452055,0.000251117475936403,0.00573435943525505,Down
ENSG00000106089,STX1A,protein_coding,-1.01353109990281,5.77474139727799,29.2184150125536,3.81755398731351e-05,0.00139480387146235,Down
ENSG00000099365,STX1B,protein_coding,-1.02337235268127,4.94625363526206,26.7719473553351,6.26407861737939e-05,0.00200504054889622,Down
ENSG00000197457,STMN3,protein_coding,-1.04182579817191,5.0772183403401,30.7695618551914,2.82787248756908e-05,0.00108619307343038,Down
ENSG00000110876,SELPLG,protein_coding,-1.04576655381839,4.14313130925181,34.5601620910513,0.000133090726436761,0.00343741221038394,Down
ENSG00000124587,PEX6,protein_coding,-1.04812351853132,4.6055942926774,34.2153873063957,1.50106303738794e-05,0.000694010009261463,Down
ENSG00000180198,RCC1,protein_coding,-1.05010366383266,6.1032044380497,101.685158797585,7.4158801913037e-09,2.41499750577673e-06,Down
ENSG00000157227,MMP14,protein_coding,-1.06626762151399,10.3302546205432,51.9011332456295,1.01832514671385e-06,9.77853249857276e-05,Down
ENSG00000165029,ABCA1,protein_coding,-1.07855337422735,6.57196664799633,57.7180181891997,4.88714461575776e-07,6.10078552867093e-05,Down
ENSG00000186577,SMIM29,protein_coding,-1.09203534508208,5.14463113822147,19.1787524979456,0.000363569765499906,0.00764926276290532,Down
ENSG00000136158,SPRY2,protein_coding,-1.09321814431099,6.15069642858584,47.7448834685376,1.78952714743731e-06,0.000153205364870096,Down
ENSG00000136859,ANGPTL2,protein_coding,-1.09847329060515,4.13573859698013,37.980437243382,0.000308095715066062,0.00671269268390134,Down
ENSG00000007541,PIGQ,protein_coding,-1.1025016421903,4.57080174045999,12.9575629983916,0.00205557879552664,0.0264889030921305,Down
ENSG00000243989,ACY1,protein_coding,-1.10889718841145,4.83425202632212,31.7563234031533,2.35745166930469e-05,0.000970182033136929,Down
ENSG00000168394,TAP1,protein_coding,-1.11356867659901,8.14915438482039,15.3509849277217,0.00101225491879826,0.0157953944620811,Down
ENSG00000171724,VAT1L,protein_coding,-1.13598613269977,3.99797902132433,13.5518089430856,0.00201716781177588,0.0261394237200715,Down
ENSG00000101347,SAMHD1,protein_coding,-1.14345266757416,6.10431938897726,11.9988708954078,0.00277813442635855,0.0327173378198515,Down
ENSG00000123609,NMI,protein_coding,-1.14675388536868,5.83990429660164,22.5196223021158,0.000160070527159377,0.00399642749474577,Down
ENSG00000149476,TKFC,protein_coding,-1.15924743327846,4.80622879783193,37.9212704009344,7.99969165245887e-06,0.00046773773941348,Down
ENSG00000183691,NOG,protein_coding,-1.1715429890783,3.9873206839106,22.0304571956846,0.000470588996891908,0.00934936760403286,Down
ENSG00000131981,LGALS3,protein_coding,-1.17166450290479,7.95841882034271,12.7912079443398,0.00216422024374814,0.0271980027276402,Down
ENSG00000113369,ARRDC3,protein_coding,-1.1741421516372,5.47130718786628,36.2779461714632,1.04872573898124e-05,0.000569199694563007,Down
ENSG00000132669,RIN2,protein_coding,-1.17683715958826,5.32136978907373,16.5448760286815,0.000725856781654211,0.0126728841365735,Down
ENSG00000100577,GSTZ1,protein_coding,-1.19262015342692,4.66337675233647,49.0434107995747,1.49479120938065e-06,0.000133285549503108,Down
ENSG00000006468,ETV1,protein_coding,-1.20454451006031,5.19359281203208,96.2268317761079,1.13541870345162e-08,3.40171443554106e-06,Down
ENSG00000102265,TIMP1,protein_coding,-1.21387278397258,10.2319695454144,32.552036605432,2.09177279361429e-05,0.000875272526490001,Down
ENSG00000163565,IFI16,protein_coding,-1.21595680448548,7.95269813486142,67.1791703063931,1.6604923391501e-07,2.54868853362275e-05,Down
ENSG00000139970,RTN1,protein_coding,-1.21818721909897,5.6462009320402,13.9803851209852,0.00150772145806954,0.0213651803587371,Down
ENSG00000114779,ABHD14B,protein_coding,-1.22343465946848,4.84341524740581,47.0678127083272,1.96842638764698e-06,0.000162610071391017,Down
ENSG00000188766,SPRED3,protein_coding,-1.2261890662951,4.42431601435894,118.69200072285,9.1469294808383e-07,8.89746776772453e-05,Down
ENSG00000234684,SDCBP2-AS1,lncRNA,-1.24013426136238,4.36251572510008,58.5549870040255,0.00081366744541769,0.0135130136722361,Down
ENSG00000156587,UBE2L6,protein_coding,-1.2675075565838,7.21105369134164,24.7361670031041,9.90286783977414e-05,0.00284185747585856,Down
ENSG00000280987,,protein_coding,-1.26907449431345,5.18825972652497,18.5644312605103,0.000424099316586875,0.00870275035954985,Down
ENSG00000110002,VWA5A,protein_coding,-1.26994581190237,4.66020713060655,47.6583745842463,1.81134490945439e-06,0.000153205364870096,Down
ENSG00000137628,DDX60,protein_coding,-1.28954336633334,4.65641730097899,13.4933725036248,0.00173451444962257,0.0233552542786384,Down
ENSG00000135473,PAN2,protein_coding,-1.29541693933441,7.37408860702807,23.9969505031203,0.000116475955096113,0.0031381471355032,Down
ENSG00000244242,IFITM10,protein_coding,-1.31513027096521,4.29450601602093,26.8423152161934,6.17306939149819e-05,0.00199294352337592,Down
ENSG00000240065,PSMB9,protein_coding,-1.31594449697498,4.21497891437249,23.6292125979056,0.000452223565545617,0.00915447163766668,Down
ENSG00000074410,CA12,protein_coding,-1.31655772361497,4.8505393086506,11.2895424405678,0.00349673385134721,0.0391487840756213,Down
ENSG00000157306,ZFHX2-AS1,lncRNA,-1.31997230891039,3.95301880645354,18.3343253136218,0.000443546792220198,0.00900315846539102,Down
ENSG00000251141,MRPS30-DT,lncRNA,-1.32577928038654,4.75596485940917,16.6813826573463,0.000699335853144388,0.0124123827963305,Down
ENSG00000135437,RDH5,protein_coding,-1.34260301485691,4.15333974658896,38.371942925147,7.39053418048175e-06,0.000442840808094467,Down
